Asset Name,Asset Code,Location Code,Category,Asset Description,Make,Model,Serial Number,Charge Department Code,Account Code,Supplier/Manufacturer Name,Supplier/Manufacturer Number,Manual RQD,Manual Found,Global,P&ID Doc Name,P&ID Page,P&ID Tag,Equipment,Equipment Voltage,Equipment Amps,Equipment Power,Equipment Fluid,Equipment Material of Construction,Equipment Diameter,Equipment Power Feed Location,Equipment Type,Lines,Line Fluid,Line Material of Construction,Line Diameter,Line From,Line To,Line Insulation,Line Design Pressure,Line Schedule,Line Flange Class,Valves,Valve Voltage,Valve Fluid,Valve Material of Construction,Valve Diameter,Valve Power Feed Location,Valve Seal Material,Valve Auto/Manual,Valve Type,Valve Actuator Type,Valve Connections Type,Valve Seat Material,Tanks,Tank Fluid,Tank Material of Construction,Tank Diameter,Tank Height,Tank Volume,Tank Working Volume,Tank Working Height,Tank Type,Instruments,Instrument Voltage,Instrument Fluid,Instrument Connection Type,Instrument Power Feed Location,Instrument Type,Instrument Wire Count,Instrument Analog/Digital,Instrument Mount Detail,Panels,Panels Voltage,Panels Amps,Panels Power Feed Location,Panel Type,Permits,Permit Number,Permit Description,Permit Title,Permit Permitting Body,Permit Plant Area,Permit Revision Number,Permit Expiry,Packages,Package Voltage,Package Amps,Package Power,Package Power Feed Location,*Any Custom Fields*,Notes,Unspc Code,Barcode,Facility Latitude,Facility Longitude,Facility Street Address,Facility City,Facility Postal Code,Facility Province,Facility Country,User/User Group name/Personnel Code,Calibration Needed,Aisle,Row,Bin,Low-level asset codes
FCON - Sight - Glass - 05A,C2NC-1200-050-HV_21105A,C2NC-1200-050,Valves,FCON Sight Glass Ball Valve,,,,,,,,,,,,D-01,HV_21105A,,,,,,,,,,,,,,,,,,,,,,WU,,2,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Sight - Glass - 05B,C2NC-1200-050-HV_21105B,C2NC-1200-050,Valves,FCON Sight Glass Ball Valve,,,,,,,,,,,,D-01,HV_21105B,,,,,,,,,,,,,,,,,,,,,,WU,,2,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - From - HX1 - 06,C2NC-1200-050-HV_21106,C2NC-1200-050,Valves,From HX1 Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-01,HV_21106,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,8,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - From - HX2 - 07,C2NC-1200-050-HV_21107,C2NC-1200-050,Valves,From HX2 Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-01,HV_21107,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,8,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Biogas - Sample - Port - 08,C2NC-1200-050-HV_21108,C2NC-1200-050,Valves,FCON Biogas Sample Port Ball Valve,,,,,,,,,,,,D-01,HV_21108,,,,,,,,,,,,,,,,,,,,,,BG,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Biogas - Isolation - 09,C2NC-1200-050-HV_21109,C2NC-1200-050,Valves,FCON Biogas Isolation Butterfly Valve,,,,,,,,,,,,D-01,HV_21109,,,,,,,,,,,,,,,,,,,,,,BG,,12,,,Manual,Butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Discharge - #1 - Isolation - 12,C2NC-1200-050-HV_21112,C2NC-1200-050,Valves,Discharge #1 Isolation Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-01,HV_21112,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,6,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Discharge - #2 - Isolation - 13,C2NC-1200-050-HV_21113,C2NC-1200-050,Valves,Discharge #2 Isolation Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-01,HV_21113,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,6,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Discharge - #3 - Isolation - 14,C2NC-1200-050-HV_21114,C2NC-1200-050,Valves,Discharge #3 Isolation Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-01,HV_21114,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,6,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - To - HX1 - Isolation - 15,C2NC-1200-050-HV_21115,C2NC-1200-050,Valves,To HX1 Isolation Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-01,HV_21115,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,10,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - To - HX2 - Isolation - 16,C2NC-1200-050-HV_21116,C2NC-1200-050,Valves,To HX2 Isolation Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-01,HV_21116,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,10,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Drain - A - 17A,C2NC-1200-050-HV_21117A,C2NC-1200-050,Valves,FCON Drain A Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-01,HV_21117A,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,8,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Drain - B - 17B,C2NC-1200-050-HV_21117B,C2NC-1200-050,Valves,FCON Drain B Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-01,HV_21117B,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,8,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Spare - 18,C2NC-1200-050-HV_21118,C2NC-1200-050,Valves,Spare Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-01,HV_21118,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,6,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Spare - 19,C2NC-1200-050-HV_21119,C2NC-1200-050,Valves,Spare Knife Gate Valve,Orbinox,BT Series 22,,,,,,,,,,D-01,HV_21119,,,,,,,,,,,,,,,,,,,,,,DFS,CF8M,6,,,Manual,Knife Gate,,ANSI Flange,EPDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Spare - Nozzle - 2 - 20A,C2NC-1200-050-HV_21120A,C2NC-1200-050,Valves,Spare Nozzle 2 Eccentric Plug Valve,,,,,,,,,,,,D-01,HV_21120A,,,,,,,,,,,,,,,,,,,,,,DFS,,2,,,Manual,Eccentric Plug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Spare - Nozzle - 4 - 20B,C2NC-1200-050-HV_21120B,C2NC-1200-050,Valves,Spare Nozzle 4 Eccentric Plug Valve,,,,,,,,,,,,D-01,HV_21120B,,,,,,,,,,,,,,,,,,,,,,DFS,,2,,,Manual,Eccentric Plug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Instrument - Isolation - 24,C2NC-1200-050-HV_21124,C2NC-1200-050,Valves,Instrument Isolation Ball Valve,,,,,,,,,,,,D-01,HV_21124,,,,,,,,,,,,,,,,,,,,,,DFS,,1.5,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Instrument - Isolation - 25,C2NC-1200-050-HV_21125,C2NC-1200-050,Valves,Instrument Isolation Ball Valve,,,,,,,,,,,,D-01,HV_21125,,,,,,,,,,,,,,,,,,,,,,DFS,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Drain - 26,C2NC-1200-050-HV_21126,C2NC-1200-050,Valves,Drain Ball Valve,,,,,,,,,,,,D-01,HV_21126,,,,,,,,,,,,,,,,,,,,,,DFS,,,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Drain - 27,C2NC-1200-050-HV_21127,C2NC-1200-050,Valves,Drain Ball Valve,,,,,,,,,,,,D-01,HV_21127,,,,,,,,,,,,,,,,,,,,,,DFS,,,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Instrument - Isolation - 28,C2NC-1200-050-HV_21128,C2NC-1200-050,Valves,Instrument Isolation Ball Valve,,,,,,,,,,,,D-01,HV_21128,,,,,,,,,,,,,,,,,,,,,,DFS,,,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON Anti-Foam Tote Isolation Valve,C2NC-1200-AF-HV_31201,C2NC-1200-AF,Valves,FCON Anti-foam Tote Isolation Ball Valve,,,,,,,,,,,,D-08,HV_31201,,,,,,,,,,,,,,,,,,,,,,ADA,,25DN,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON Anti-Foam Dosing Check Valve,C2NC-1200-AF-CV_31201,C2NC-1200-AF,Valves,FCON Anti-Foam Dosing Check Valve,,,,,,,,,,,,D-08,HV_31201,,,,,,,,,,,,,,,,,,,,,,ADA,,25DN,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON Anti-Foam Dosing Valve 1,C2NC-1200-AF-HV_31202,C2NC-1200-AF,Valves,FCON Anti-Foam Dosing Valve 1,,,,,,,,,,,,D-08,HV_31202,,,,,,,,,,,,,,,,,,,,,,AF,,1,,,Manual,Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Hypochlorite - Solenoid Valve - 01,C2NC-1300-CHEM-FCV_31201,C2NC-1300-CHEM,Valves, Solenoid Valve,,,,,,,,Y,,,,D-08,FCV_31201,,,,,,,,,,,,,,,,,,,,,,ADA,,25DN,,,Automatic,Solenoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Hypochlorite - Solenoid Valve - 02,C2NC-1300-CHEM-FCV_31202,C2NC-1300-CHEM,Valves, Solenoid Valve,,,,,,,,Y,,,,D-05,FCV_31202,,,,,,,,,,,,,,,,,,,,,,CH,,1,,,Automatic,Solenoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Hypochlorite - Valve Solenoid - 03,C2NC-1300-CHEM-FCV_31203,C2NC-1300-CHEM,Valves, Solenoid Valve,,,,,,,,Y,,,,D-06,FCV_31203,,,,,,,,,,,,,,,,,,,,,,CH,,1,,,Automatic,Solenoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sodium Hypochlorite - Solenoid Valve - 04,C2NC-1300-CHEM-FCV_31204,C2NC-1300-CHEM,Valves, Solenoid Valve,,,,,,,,Y,,,,D-01,FCV_31204,,,,,,,,,,,,,,,,,,,,,,DFS,,1,,,Automatic,Solenoid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Hot - Water - Flow - Control - 01A,C2NC-1300-HTG-EV_44101A,C2NC-1300-HTG,Valves,Hot Water Flow Control 3 Way Valve,,,,,,,,Y,,,,D-09,EV_44101A,,,,,,,,,,,,,,,,,,,,,,HW,,,,,Automatic,3 Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Hot - Water - Flow - Control - 01B,C2NC-1300-HTG-EV_44101B,C2NC-1300-HTG,Valves,Hot Water Flow Control 3 Way Valve,,,,,,,,Y,,,,D-09,EV_44101B,,,,,,,,,,,,,,,,,,,,,,HW,,,,,Automatic,3 Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - Heat - Exchangers - Hot - Water - Flow - Control - 01C,C2NC-1300-HTG-EV_44101C,C2NC-1300-HTG,Valves,Hot Water Flow Control 3 Way Valve,,,,,,,,Y,,,,D-09,EV_44101C,,,,,,,,,,,,,,,,,,,,,,HW,,,,,Automatic,3 Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Tank,C2NC-1200-050-TK_21101,C2NC-1200-050,Tanks,"Bolted steel, insulated feed holding tank",Tarsco,,,,,,,,,,,D-01,TK_21101,,,,,,,,,Tank,,,,,,,,,,,,,,,,,,,,,,,,Digestate,Epoxy Coated Steel + SS316,71 ft,59 ft,1.75 Million Gallons,1.63 Million Gallons,55 ft,Bolted Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON Anti-Foam Tote,C2NC-1200-AF-TK_31201,C2NC-1200-AF,Tanks,FCON Anti-foam Tote,,,,,,,,,,,,D-10,TK_31201,,,,,,,,,Tank,,,,,,,,,,,,,,,,,,,,,,,,Antifoam,HDPE,,4 ft,275 Gallons,275 Gallons,4 ft,Tote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Condensate - Trap,C2NC-1300-CND-TK_41202,C2NC-1300-CND,Tanks,Condensate trap for combined biogas line from all tanks,,,,,,,,,,,,D-07,TK_41202,,,,,,,,,Tank,,,,,,,,,,,,,,,,,,,,,,,,Condensate,HDPE,,,,,,Prefabricated HDPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Membrane - Cover - for - Digester - #1,C2NC-1300-100-MC_41201A,C2NC-1300-100,Tanks,Double Membrane Tank Cover -  Semi Sphere,Ecomembrane,,,,,,,,,,,D-06,MC_41201A,,,,,,,,,Tank,,,,,,,,,,,,,,,,,,,,,,,,Biogas,PVC Coated PE,115 ft,31 ft,150400 ft3,150400 ft3,,Inflatable Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaerobic - Digester - #1,C2NC-1300-100-TK_41201A,C2NC-1300-100,Tanks,"Bolted steel, insulated digester",Tarsco,,,,,,,,,,,D-04,TK_41201A,,,,,,,,,Tank,,,,,,,,,,,,,,,,,,,,,,,,Digestate,Epoxy Coated Steel + SS316,115 ft,59 ft,4.58 Million Gallons,4.27 Million Gallons,55 ft,Bolted Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Membrane - Cover - for - Digester - #2,C2NC-1300-200-MC_41201B,C2NC-1300-200,Tanks,Double Membrane Tank Cover -  Semi Sphere,Ecomembrane,,,,,,,,,,,D-09,MC_41201B,,,,,,,,,Tank,,,,,,,,,,,,,,,,,,,,,,,,Biogas,PVC Coated PE,115 ft,31 ft,150400 ft3,150400 ft3,,Inflatable Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Potable - Water - 04,C2NC-1200-PW_HV_21104,C2NC-1200-PW,Valves,FCON Potable Water Knife Gate Valve,,,,,,,,,,,,D-01,HV_21104,,,,,,,,,,,,,,,,,,,,,,WU,,3,,,Manual,Knife Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaerobic - Digester - #2,C2NC-1300-200-TK_41201B,C2NC-1300-200,Tanks,"Bolted steel, insulated digester",Tarsco,,,,,,,,,,,D-05,TK_41201B,,,,,,,,,Tank,,,,,,,,,,,,,,,,,,,,,,,,Digestate,Epoxy Coated Steel + SS316,115 ft,59 ft,4.58 Million Gallons,4.27 Million Gallons,55 ft,Bolted Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Membrane - Cover - for - Digester - #3,C2NC-1300-300-MC_41201C,C2NC-1300-300,Tanks,Double Membrane Tank Cover -  Semi Sphere,Ecomembrane,,,,,,,,,,,D-06,MC_41201C,,,,,,,,,Tank,,,,,,,,,,,,,,,,,,,,,,,,Biogas,PVC Coated PE,115 ft,31 ft,150400 ft3,150400 ft3,,Inflatable Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anaerobic - Digester - #3,C2NC-1300-300-TK_41201C,C2NC-1300-300,Tanks,"Bolted steel, insulated digester",Tarsco,,,,,,,,,,,D-06,TK_41201C,,,,,,,,,Tank,,,,,,,,,,,,,,,,,,,,,,,,Digestate,Epoxy Coated Steel + SS316,115 ft,59 ft,4.58 Million Gallons,4.27 Million Gallons,55 ft,Bolted Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutrient - Tote,C2NC-1300-CHEM-TK_31101,C2NC-1300-CHEM,Tanks,Tank for micronutrients suitable for AD And FCON,,,,,,,,,,,,D-08,TK_31101,,,,,,,,,Tank,,,,,,,,,,,,,,,,,,,,,,,,Micronutrient,HDPE,,4 ft,275 Gallons,275 Gallons,4 ft,Tote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anti-Foam - Tote,C2NC-1300-CHEM-TK_31201,C2NC-1300-CHEM,Tanks,Tank for anti-foam ,,,,,,,,,,,,D-08,TK_31201,,,,,,,,,Tank,,,,,,,,,,,,,,,,,,,,,,,,Antifoam,HDPE,,4 ft,275 Gallons,275 Gallons,4 ft,Tote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester Heating System,C2NC-1300-HTG,C2NC-1300,Locations And Facilities,Heating System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester Feeding,C2NC-1300-FD,C2NC-1300,Locations And Facilities,Digester Feeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester Chemical Dosing,C2NC-1300-CHEM,C2NC-1300,Locations And Facilities,Digester Chemical Dosing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester #3,C2NC-1300-300,C2NC-1300,Locations And Facilities,DIGESTER #3,,,,,,,,,,,,D-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester #2,C2NC-1300-200,C2NC-1300,Locations And Facilities,DIGESTER #2,,,,,,,,,,,,D-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester #1,C2NC-1300-100,C2NC-1300,Locations And Facilities,DIGESTER #1,,,,,,,,,,,,D-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digesters,C2NC-1300,C2NC,Locations And Facilities,DIGESTERS,,,,,,,,,,,,D-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON Service Water,C2NC-1200-SW,C2NC-1200,Locations And Facilities,Service Water,,,,,,,,,,,,D-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON Potable Water,C2NC-1200-PW,C2NC-1200,Locations And Facilities,Process Water,,,,,,,,,,,,D-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON Heating,C2NC-1200-HTG,C2NC-1200,Locations And Facilities,FCON Heating,,,,,,,,,,,,D-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON - Service - Water - 03,C2NC-1200-SW_HV_21103,C2NC-1200-SW,Valves,FCON Service Water Knife Gate Valve,,,,,,,,,,,,D-01,HV_21103,,,,,,,,,,,,,,,,,,,,,,SW,,3,,,Manual,Knife Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON Feed,C2NC-1200-FD,C2NC-1200,Locations And Facilities,FCON FEED,,,,,,,,,,,,D-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON Antifoam,C2NC-1200-AF,C2NC-1200,Locations And Facilities,FCON Antifoam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FCON,C2NC-1200,C2NC,Locations And Facilities,FCON Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Receiving Area,C2NC-1100,C2NC,Locations And Facilities,Receiving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Inch PVC Diluted Feedstock Line 08,CNC2-1100-10_AC30_FF_1100_08,C2NC-1100,Lines,10 Inch PVC Diluted Feedstock Line,,,,,,,,,,,,D0-1,10_AC30_FF_1100_08,,,,,,,,,,,Diluted Feedstock,PVC,10 inch,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5 Inch Tube Service Water Line 01,CNC2-1200-SW-0.5_WC01_WS_1200_01,C2NC-1200-SW,Lines,0.5 Inch Tube Service Water Line,,,,,,,,,,,,D0-1,0.5_WC01_WS_1200_01,,,,,,,,,,,Service Water,Tube,0.5 inch,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Inch PVC Diluted Feedstock Line 06,CNC2-1200-050-10_AC30_FF_1200_06,C2NC-1200-050,Lines,10 Inch PVC Diluted Feedstock Line,,,,,,,,,,,,D0-2,10_AC30_FF_1200_06,,,,,,,,,,,Diluted Feedstock,PVC,10 inch,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Inch PVC Diluted Feedstock Line 07,CNC2-1200-050-10_AC30_FF_1200_07,C2NC-1200-050,Lines,10 Inch PVC Diluted Feedstock Line,,,,,,,,,,,,D0-2,10_AC30_FF_1200_07,,,,,,,,,,,Diluted Feedstock,PVC,10 inch,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Inch Carbon Steel Diluted Feedstock Line 06,CNC2-1200-FD-10_AE30RT_FF_1200_06,C2NC-1200-FD,Lines,10 Inch Carbon Steel Diluted Feedstock Line,,,,,,,,,,,,D0-1,10_AE30RT_FF_1200_06,,,,,,,,,,,Diluted Feedstock,Carbon Steel,10 inch,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Inch Carbon Steel Diluted Feedstock Line 07,CNC2-1200-FD-10_AE30RT_FF_1200_07,C2NC-1200-FD,Lines,10 Inch Carbon Steel Diluted Feedstock Line,,,,,,,,,,,,D0-1,10_AE30RT_FF_1200_07,,,,,,,,,,,Diluted Feedstock,Carbon Steel,10 inch,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digester - 1 - Membrane - Blower - Check Valve - 01A,C2NC-1300-100-CV_41201A,C2NC-1300-100,Valves,Membrane Blower Check Valve,,,,,,,,,,,,D-04,CV_41201A,,,,,,,,,,,,,,,,,,,,,,AU,,8,,,Manual,Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Inch Stainless Steel Biogas Line 1200_02,CNC2-1200-050-12_AS30_GB_1200_02,C2NC-1200-050,Lines,12 Inch Stainless Steel Biogas Line,,,,,,,,,,,,D0-1,12_AS30_GB_1200_02,,,,,,,,,,,Biogas,Stainless Steel,12 inch,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 Inch PVC Diluted Feedstock Line 03,CNC2-1200-FD-4_AC30_FF_1200_03,C2NC-1200-FD,Lines,4 Inch PVC Diluted Feedstock Line,,,,,,,,,,,,D0-3,4_AC30_FF_1200_03,,,,,,,,,,,Diluted Feedstock,PVC,4 inch,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 Inch PVC Diluted Feedstock Line 04,CNC2-1200-FD-4_AC30_FF_1200_04,C2NC-1200-FD,Lines,4 Inch PVC Diluted Feedstock Line,,,,,,,,,,,,D0-3,4_AC30_FF_1200_04,,,,,,,,,,,Diluted Feedstock,PVC,4 inch,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
