Gas_Plant - Membranes - stage - 1 - Ball - valve - 411.08,C2NC-1500-MBR-AV411.08.01,C2NC-1500-MBR-AV411.08.01,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 411.08,C2NC-1500-MBR-AV411.08.02,C2NC-1500-MBR-AV411.08.02,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 411.08,C2NC-1500-MBR-AV411.08.03,C2NC-1500-MBR-AV411.08.03,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 411.09,C2NC-1500-MBR-AV411.09.01,C2NC-1500-MBR-AV411.09.01,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 411.09,C2NC-1500-MBR-AV411.09.02,C2NC-1500-MBR-AV411.09.02,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 411.09,C2NC-1500-MBR-AV411.09.03,C2NC-1500-MBR-AV411.09.03,C2NC-1500-MBR,Membranes stage 1 - PRESSURIZE MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 412.01,C2NC-1500-MBR-AV412.01.01,C2NC-1500-MBR-AV412.01.01,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 412.01,C2NC-1500-MBR-AV412.01.02,C2NC-1500-MBR-AV412.01.02,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 412.01,C2NC-1500-MBR-AV412.01.03,C2NC-1500-MBR-AV412.01.03,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 412.02,C2NC-1500-MBR-AV412.02.01,C2NC-1500-MBR-AV412.02.01,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 412.02,C2NC-1500-MBR-AV412.02.02,C2NC-1500-MBR-AV412.02.02,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 412.02,C2NC-1500-MBR-AV412.02.03,C2NC-1500-MBR-AV412.02.03,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 412.03,C2NC-1500-MBR-AV412.03.01,C2NC-1500-MBR-AV412.03.01,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 412.03,C2NC-1500-MBR-AV412.03.02,C2NC-1500-MBR-AV412.03.02,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 412.03,C2NC-1500-MBR-AV412.03.03,C2NC-1500-MBR-AV412.03.03,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 412.04,C2NC-1500-MBR-AV412.04.01,C2NC-1500-MBR-AV412.04.01,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 412.04,C2NC-1500-MBR-AV412.04.02,C2NC-1500-MBR-AV412.04.02,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 412.04,C2NC-1500-MBR-AV412.04.03,C2NC-1500-MBR-AV412.04.03,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 412.06,C2NC-1500-MBR-AV412.06.01,C2NC-1500-MBR-AV412.06.01,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 412.06,C2NC-1500-MBR-AV412.06.02,C2NC-1500-MBR-AV412.06.02,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 412.06,C2NC-1500-MBR-AV412.06.03,C2NC-1500-MBR-AV412.06.03,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 412.07,C2NC-1500-MBR-AV412.07.01,C2NC-1500-MBR-AV412.07.01,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 412.07,C2NC-1500-MBR-AV412.07.02,C2NC-1500-MBR-AV412.07.02,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 412.07,C2NC-1500-MBR-AV412.07.03,C2NC-1500-MBR-AV412.07.03,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 412.08,C2NC-1500-MBR-AV412.08.01,C2NC-1500-MBR-AV412.08.01,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 412.08,C2NC-1500-MBR-AV412.08.02,C2NC-1500-MBR-AV412.08.02,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 412.08,C2NC-1500-MBR-AV412.08.03,C2NC-1500-MBR-AV412.08.03,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Solenoid valve,,
Gas_Plant - Membranes - stage - 1 - Ball - valve - 412.09,C2NC-1500-MBR-AV412.09.01,C2NC-1500-MBR-AV412.09.01,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Ball valve,,
Gas_Plant - Membranes - stage - 1 - Pneumatic - actuator - 412.09,C2NC-1500-MBR-AV412.09.02,C2NC-1500-MBR-AV412.09.02,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Pneumatic actuator,,
Gas_Plant - Membranes - stage - 1 - Solenoid - valve - 412.09,C2NC-1500-MBR-AV412.09.03,C2NC-1500-MBR-AV412.09.03,C2NC-1500-MBR,Membranes stage 1 - BLOCK MEMBRANE - Solenoid valve,,
,,,,,,
Gas_Plant - Membranes - Butterfly - valve - 551,C2NC-1500-MBR-AV551.01,C2NC-1500-MBR-AV551.01,C2NC-1500-MBR,Membranes - PROTECT FLARE - Butterfly valve,,
Gas_Plant - Membranes - Pneumatic - actuator - 551,C2NC-1500-MBR-AV551.02,C2NC-1500-MBR-AV551.02,C2NC-1500-MBR,Membranes - PROTECT FLARE - Pneumatic actuator,,
Gas_Plant - Membranes - Solenoid - valve - 551,C2NC-1500-MBR-AV551.03,C2NC-1500-MBR-AV551.03,C2NC-1500-MBR,Membranes - PROTECT FLARE - Solenoid valve,,
Gas_Plant - Membranes - Ball - valve - 620,C2NC-1500-MBR-AV620.01,C2NC-1500-MBR-AV620.01,C2NC-1500-MBR,Membranes - BLOCK BY PASS - Ball valve,,
Gas_Plant - Membranes - Pneumatic - actuator - 620,C2NC-1500-MBR-AV620.02,C2NC-1500-MBR-AV620.02,C2NC-1500-MBR,Membranes - BLOCK BY PASS - Pneumatic actuator,,
Gas_Plant - Membranes - Solenoid - valve - 620,C2NC-1500-MBR-AV620.03,C2NC-1500-MBR-AV620.03,C2NC-1500-MBR,Membranes - BLOCK BY PASS - Solenoid valve,,
Gas_Plant - Compressed - gas - treatment - Buffer - vessel - 310,C2NC-1500-CMP-BV310,C2NC-1500-CMP-BV310,C2NC-1500-CMP,Compressed gas treatment - COLLECT CONDENSATE - Buffer vessel,,
Gas_Plant - Compressed - gas - treatment - Carbon - filter - 340,C2NC-1500-CMP-CF340,C2NC-1500-CMP-CF340,C2NC-1500-CMP,Compressed gas treatment - REMOVE RESIDUAL OIL - Carbon filter,,
Gas_Plant - Compressed - gas - treatment - Check - valve - 310,C2NC-1500-CMP-CV310,C2NC-1500-CMP-CV310,C2NC-1500-CMP,Compressed gas treatment - PREVENT BACKFLOW - Check valve,,
Gas_Plant - Membranes - stage - 1 - Check - valve - 413.01,C2NC-1500-MBR-CV413.01,C2NC-1500-MBR-CV413.01,C2NC-1500-MBR,Membranes stage 1 - PREVENT BACKFLOW TO MEMBRANES - Check valve,,
Gas_Plant - Membranes - stage - 1 - Check - valve - 413.02,C2NC-1500-MBR-CV413.02,C2NC-1500-MBR-CV413.02,C2NC-1500-MBR,Membranes stage 1 - PREVENT BACKFLOW TO MEMBRANES - Check valve,,
Gas_Plant - Membranes - stage - 1 - Check - valve - 413.03,C2NC-1500-MBR-CV413.03,C2NC-1500-MBR-CV413.03,C2NC-1500-MBR,Membranes stage 1 - PREVENT BACKFLOW TO MEMBRANES - Check valve,,
Gas_Plant - Membranes - stage - 1 - Check - valve - 413.04,C2NC-1500-MBR-CV413.04,C2NC-1500-MBR-CV413.04,C2NC-1500-MBR,Membranes stage 1 - PREVENT BACKFLOW TO MEMBRANES - Check valve,,
Gas_Plant - Membranes - stage - 1 - Check - valve - 413.05,C2NC-1500-MBR-CV413.05,C2NC-1500-MBR-CV413.05,C2NC-1500-MBR,Membranes stage 1 - PREVENT BACKFLOW TO MEMBRANES - Check valve,,
Gas_Plant - Membranes - stage - 1 - Check - valve - 413.06,C2NC-1500-MBR-CV413.06,C2NC-1500-MBR-CV413.06,C2NC-1500-MBR,Membranes stage 1 - PREVENT BACKFLOW TO MEMBRANES - Check valve,,
Gas_Plant - Membranes - stage - 1 - Check - valve - 413.07,C2NC-1500-MBR-CV413.07,C2NC-1500-MBR-CV413.07,C2NC-1500-MBR,Membranes stage 1 - PREVENT BACKFLOW TO MEMBRANES - Check valve,,
Gas_Plant - Membranes - stage - 1 - Check - valve - 413.08,C2NC-1500-MBR-CV413.08,C2NC-1500-MBR-CV413.08,C2NC-1500-MBR,Membranes stage 1 - PREVENT BACKFLOW TO MEMBRANES - Check valve,,
Gas_Plant - Membranes - stage - 1 - Check - valve - 413.09,C2NC-1500-MBR-CV413.09,C2NC-1500-MBR-CV413.09,C2NC-1500-MBR,Membranes stage 1 - PREVENT BACKFLOW TO MEMBRANES - Check valve,,
Gas_Plant - Membranes - stage - 1 - Check - valve - 413.10,C2NC-1500-MBR-CV413.10,C2NC-1500-MBR-CV413.10,C2NC-1500-MBR,Membranes stage 1 - PREVENT BACKFLOW TO MEMBRANES - Check valve,,
Gas_Plant - Membranes - stage - 1 - Check - valve - 413.11,C2NC-1500-MBR-CV413.11,C2NC-1500-MBR-CV413.11,C2NC-1500-MBR,Membranes stage 1 - PREVENT BACKFLOW TO MEMBRANES - Check valve,,
Gas_Plant - Membranes - stage - 1 - Check - valve - 413.12,C2NC-1500-MBR-CV413.12,C2NC-1500-MBR-CV413.12,C2NC-1500-MBR,Membranes stage 1 - PREVENT BACKFLOW TO MEMBRANES - Check valve,,
Gas_Plant - Membranes - stage - 1 - Check - valve - 413.13,C2NC-1500-MBR-CV413.13,C2NC-1500-MBR-CV413.13,C2NC-1500-MBR,Membranes stage 1 - PREVENT BACKFLOW TO MEMBRANES - Check valve,,
Gas_Plant - Membranes - stage - 1 - Check - valve - 413.14,C2NC-1500-MBR-CV413.14,C2NC-1500-MBR-CV413.14,C2NC-1500-MBR,Membranes stage 1 - PREVENT BACKFLOW TO MEMBRANES - Check valve,,
Gas_Plant - Membranes - Check - valve - 510,C2NC-1500-MBR-CV510,C2NC-1500-MBR-CV510,C2NC-1500-MBR,Membranes - PREVENT BACKFLOW FROM PRODUCT GAS - Check valve,,
Gas_Plant - Membranes - Check - valve - 520,C2NC-1500-MBR-CV520,C2NC-1500-MBR-CV520,C2NC-1500-MBR,Membranes - PREVENT BACKFLOW - Check valve,,
Gas_Plant - Membranes - Check - valve - 631,C2NC-1500-MBR-CV631,C2NC-1500-MBR-CV631,C2NC-1500-MBR,Membranes - PREVENT BACKFLOW - Check valve,,
Gas_Plant - Compressed - gas - treatment - Dearation - valve - 741,C2NC-1500-CMP-DAV741,C2NC-1500-CMP-DAV741,C2NC-1500-CMP,Compressed gas treatment - DEARATE GLYCOL MIXTURE SYSTEM  - Dearation valve,,
Gas_Plant - Container - unit - Emergency - stop - 912,C2NC-1500-ES912,C2NC-1500-ES912,C2NC-1500,Container unit - STOP INSTALLATION - Emergency stop,,
Gas_Plant - Container - unit - Emergency - stop - 913,C2NC-1500-ES913,C2NC-1500-ES913,C2NC-1500,Container unit - STOP INSTALLATION - Emergency stop,,
Gas_Plant - Container - unit - Fan - 910,C2NC-1500-FA910,C2NC-1500-FA910,C2NC-1500,Container unit - AIR VENTILATION CONTAINER - Fan,,
Gas_Plant - Membranes - Flow - indicator - transmitter - 500,C2NC-1500-MBR-FIT500,C2NC-1500-MBR-FIT500,C2NC-1500-MBR,Membranes - MEASURE FLOW OF PRODUCT GAS - Flow indicator transmitter,,
Gas_Plant - Membranes - Flow - indicator - transmitter - 520,C2NC-1500-MBR-FIT520,C2NC-1500-MBR-FIT520,C2NC-1500-MBR,Membranes - MEASURE FLOW TO STACK - Flow indicator transmitter,,
Gas_Plant - Container - unit - Flow - switch - 910,C2NC-1500-FS910,C2NC-1500-FS910,C2NC-1500,Container unit - CONFIRM AIR FLOW - Flow switch,,
Gas_Plant - Container - unit - Grid - 910,C2NC-1500-GR910,C2NC-1500-GR910,C2NC-1500,Container unit - Air outlet - Grid,,
Gas_Plant - Container - unit - Grid - 911,C2NC-1500-GR911,C2NC-1500-GR911,C2NC-1500,Container unit - Air outlet - Grid,,
Gas_Plant - Container - unit - Grid - 914,C2NC-1500-GR914,C2NC-1500-GR914,C2NC-1500,Container unit - Air inlet - Grid,,
Gas_Plant - Container - unit - Grid - 915,C2NC-1500-GR915,C2NC-1500-GR915,C2NC-1500,Container unit - Air inlet - Grid,,
Gas_Plant - Compressed - gas - treatment - Heat - exchanger - 310,C2NC-1500-CMP-HE310,C2NC-1500-CMP-HE310,C2NC-1500-CMP,Compressed gas treatment - COOL DOWN GAS - Heat exchanger,,
Gas_Plant - Compressed - gas - treatment - Heat - exchanger - 340,C2NC-1500-CMP-HE340,C2NC-1500-CMP-HE340,C2NC-1500-CMP,Compressed gas treatment - COOL DOWN GAS - Heat exchanger,,
Gas_Plant - Compressed - gas - treatment - Heat - exchanger - 460,C2NC-1500-CMP-HE460,C2NC-1500-CMP-HE460,C2NC-1500-CMP,Compressed gas treatment - COOL DOWN GAS - Heat exchanger,,
Gas_Plant - Container - unit - Heater - (switches - as - one - with - /912 - & - /913) - 911,C2NC-1500-HE911,C2NC-1500-HE911,C2NC-1500,Container unit - HEATING CONTROL ROOM - Heater (switches as one with /912 & /913),,
Gas_Plant - Container - unit - Heater - (switches - as - one - with - /911 - & - /913) - 912,C2NC-1500-HE912,C2NC-1500-HE912,C2NC-1500,Container unit - HEATING CONTROL ROOM - Heater (switches as one with /911 & /913),,
Gas_Plant - Container - unit - Heater - (switches - as - one - with - /911 - & - /912) - 913,C2NC-1500-HE913,C2NC-1500-HE913,C2NC-1500,Container unit - HEATING CONTROL ROOM - Heater (switches as one with /911 & /912),,
Gas_Plant - Container - unit - LEL - TRANSMITTER - 910,C2NC-1500-LEL910,C2NC-1500-LEL910,C2NC-1500,Container unit - DETECTION OF FLAMMABLE GASSES AND VAPORS - LEL TRANSMITTER,,
Gas_Plant - Compressed - gas - treatment - Level - switch - 300,C2NC-1500-CMP-LS300,C2NC-1500-CMP-LS300,C2NC-1500-CMP,Compressed gas treatment - ENSURE WATER LEVEL - Level switch,,
Gas_Plant - Compressed - gas - treatment - Level - switch - 310,C2NC-1500-CMP-LS310,C2NC-1500-CMP-LS310,C2NC-1500-CMP,Compressed gas treatment - ENSURE WATER LEVEL - Level switch,,
Gas_Plant - Compressed - gas - treatment - Level - switch - 312,C2NC-1500-CMP-LS312,C2NC-1500-CMP-LS312,C2NC-1500-CMP,Compressed gas treatment - HIGH LEVEL GUARD FUNCTIONING OF BV310 - Level switch,,
Gas_Plant - Compressed - gas - treatment - Level - switch - 313,C2NC-1500-CMP-LS313,C2NC-1500-CMP-LS313,C2NC-1500-CMP,Compressed gas treatment - LOW LEVEL GUARD FUNCTIONING OF BV310 - Level switch,,
Gas_Plant - Compressed - gas - treatment - Level - switch - 320,C2NC-1500-CMP-LS320,C2NC-1500-CMP-LS320,C2NC-1500-CMP,Compressed gas treatment - ENSURE WATER LEVEL - Level switch,,
Gas_Plant - Compressed - gas - treatment - Level - switch - 330,C2NC-1500-CMP-LS330,C2NC-1500-CMP-LS330,C2NC-1500-CMP,Compressed gas treatment - ENSURE WATER LEVEL - Level switch,,
Gas_Plant - Membranes - stage - 1 - Needle - valve - 400,C2NC-1500-MBR-NV400,C2NC-1500-MBR-NV400,C2NC-1500-MBR,Membranes stage 1 - CONTROL FLOW TO MEMBRANES - Needle valve,,
Gas_Plant - Membranes - stage - 1 - Orifice - 400,C2NC-1500-MBR-OF400,C2NC-1500-MBR-OF400,C2NC-1500-MBR,Membranes stage 1 - REDUCE FLOW AND PRESSURE TO MEMBRANES - Orifice,,
Gas_Plant - Membranes - Orifice - 550,C2NC-1500-MBR-OF550,C2NC-1500-MBR-OF550,C2NC-1500-MBR,Membranes - REDUCE FLOW AND PRESSURE TO FLARE - Orifice,,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 1st - row - 1.1.01",C2NC-1500-MBR-M1.1.01,C2NC-1500-MBR-M1.1.01,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 1st row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 1st - row - 1.1.02",C2NC-1500-MBR-M1.1.02,C2NC-1500-MBR-M1.1.02,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 1st row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 1st - row - 1.1.03",C2NC-1500-MBR-M1.1.03,C2NC-1500-MBR-M1.1.03,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 1st row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 1st - row - 1.1.04",C2NC-1500-MBR-M1.1.04.01,C2NC-1500-MBR-M1.1.04.01,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 1st row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 1st - row - 1.1.04",C2NC-1500-MBR-M1.1.04.02,C2NC-1500-MBR-M1.1.04.02,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 1st row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 1st - row - 1.1.06",C2NC-1500-MBR-M1.1.06,C2NC-1500-MBR-M1.1.06,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 1st row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 1st - row - 1.1.07",C2NC-1500-MBR-M1.1.07,C2NC-1500-MBR-M1.1.07,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 1st row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 1st - row - 1.1.08",C2NC-1500-MBR-M1.1.08,C2NC-1500-MBR-M1.1.08,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 1st row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 1st - row - 1.1.09",C2NC-1500-MBR-M1.1.09,C2NC-1500-MBR-M1.1.09,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 1st row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 1st - row - 1.1.10",C2NC-1500-MBR-M1.1.10,C2NC-1500-MBR-M1.1.10,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 1st row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 1st - row - 1.1.11",C2NC-1500-MBR-M1.1.11,C2NC-1500-MBR-M1.1.11,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 1st row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 1st - row - 1.1.12",C2NC-1500-MBR-M1.1.12,C2NC-1500-MBR-M1.1.12,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 1st row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 1st - row - 1.1.13",C2NC-1500-MBR-M1.1.13,C2NC-1500-MBR-M1.1.13,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 1st row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 1st - row - 1.1.14",C2NC-1500-MBR-M1.1.14,C2NC-1500-MBR-M1.1.14,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 1st row",,
Gas_Plant - Compressed - gas - treatment - Back - pressure - regulator - 310,C2NC-1500-CMP-PCV310,C2NC-1500-CMP-PCV310,C2NC-1500-CMP,Compressed gas treatment - REDUCE PRESSURE ON CONDENSATE TANK - Back pressure regulator,,
Gas_Plant - Membranes - Back - pressure - regulator - 500,C2NC-1500-MBR-PCV500,C2NC-1500-MBR-PCV500,C2NC-1500-MBR,Membranes - REDUCE PRESSURE TO GASANALYZER - Back pressure regulator,,
Gas_Plant - Container - unit - Pressure - reducing - valve - 910,C2NC-1500-PCV910,C2NC-1500-PCV910,C2NC-1500,Container unit - Adjust air supply pressure - Pressure reducing valve,,
Gas_Plant - Compressed - gas - treatment - Pressure - indicator - 310,C2NC-1500-CMP-PI310,C2NC-1500-CMP-PI310,C2NC-1500-CMP,Compressed gas treatment - INDICATE PRESSURE - Pressure indicator,,
Gas_Plant - Membranes - Pressure - indicator - 500,C2NC-1500-MBR-PI500,C2NC-1500-MBR-PI500,C2NC-1500-MBR,Membranes - INDICATE SET PRESSURE TO GAS ANLYZER - Pressure indicator,,
Gas_Plant - Compressed - gas - treatment - Pressure - indicator - transmitter - 320,C2NC-1500-CMP-PIT320,C2NC-1500-CMP-PIT320,C2NC-1500-CMP,Compressed gas treatment - MEASURE INLET PRESSURE  - Pressure indicator transmitter,,
Gas_Plant - Compressed - gas - treatment - Pressure - indicator - transmitter - 340,C2NC-1500-CMP-PIT340,C2NC-1500-CMP-PIT340,C2NC-1500-CMP,Compressed gas treatment - MEASURE INLET PRESSURE  - Pressure indicator transmitter,,
Gas_Plant - Membranes - Pressure - indicator - transmitter - 370,C2NC-1500-MBR-PIT370,C2NC-1500-MBR-PIT370,C2NC-1500-MBR,Membranes - MEASURE INLET PRESSURE  - Pressure indicator transmitter,,
Gas_Plant - Membranes - Pressure - indicator - transmitter - 500,C2NC-1500-MBR-PIT500,C2NC-1500-MBR-PIT500,C2NC-1500-MBR,Membranes - MEASSURE PRESSURE AFTER STAGE 2B - Pressure indicator transmitter,,
Gas_Plant - Membranes - Pressure - indicator - transmitter - 510,C2NC-1500-MBR-PIT510,C2NC-1500-MBR-PIT510,C2NC-1500-MBR,Membranes - MEASSURE PRESSURE AFTER AV400 - Pressure indicator transmitter,,
Gas_Plant - Membranes - Pressure - indicator - transmitter - 550,C2NC-1500-MBR-PIT550,C2NC-1500-MBR-PIT550,C2NC-1500-MBR,Membranes - MEASSURE PRESSURE AFTER AV400 - Pressure indicator transmitter,,
Gas_Plant - Compressed - gas - treatment - Pressure - transmitter - 310,C2NC-1500-CMP-PT310,C2NC-1500-CMP-PT310,C2NC-1500-CMP,Compressed gas treatment - MEASURE PRESSURE IN BV310 - Pressure transmitter,,
Gas_Plant - Membranes - stage - 1 - Pressure - transmitter - 400,C2NC-1500-MBR-PT400,C2NC-1500-MBR-PT400,C2NC-1500-MBR,Membranes stage 1 - MEASSURE PRESSURE AFTER AV400 - Pressure transmitter,,
Gas_Plant - Container - unit - Pressure - transmitter - 910,C2NC-1500-PT910,C2NC-1500-PT910,C2NC-1500,Container unit - MONITOR PRESSURE - Pressure transmitter,,
Gas_Plant - Membranes - stage - 1 - Spectacle - flange - 420,C2NC-1500-MBR-SF420,C2NC-1500-MBR-SF420,C2NC-1500-MBR,Membranes stage 1 - BLOCK IN MEMBRANES - Spectacle flange,,
Gas_Plant - Membranes - stage - 1 - Spectacle - flange - 421,C2NC-1500-MBR-SF421,C2NC-1500-MBR-SF421,C2NC-1500-MBR,Membranes stage 1 - BLOCK IN MEMBRANES - Spectacle flange,,
Gas_Plant - Membranes - Spectacle - flange - 512,C2NC-1500-MBR-SF512,C2NC-1500-MBR-SF512,C2NC-1500-MBR,Membranes - BLOCK STACK DURING START-UP - Spectacle flange,,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 2nd - row - 1.2.01",C2NC-1500-MBR-M1.2.01,C2NC-1500-MBR-M1.2.01,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 2nd row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 2nd - row - 1.2.02",C2NC-1500-MBR-M1.2.02,C2NC-1500-MBR-M1.2.02,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 2nd row",,
"Gas_Plant - Membranes - stage - 1 - Membrane - stage - 1, - 2nd - row - 1.2.03",C2NC-1500-MBR-M1.2.03,C2NC-1500-MBR-M1.2.03,C2NC-1500-MBR,"Membranes stage 1 - INITIAL SEPARATION OF CH4 AND CO2, WASTE CO2 TO DISCHARGE - Membrane stage 1, 2nd row",,
